BondId,Value,IntrestRate,CreationDate,Expiration,PayInterval,SellerId
495,1000,0.016,2011-08-08,2011-10-28,1,98
496,1000000,0.0254,2013-12-09,2014-01-05,2,21
497,100000,0.0762,1993-03-03,1996-03-02,1,84
498,100000,0.0175,2016-06-17,2016-06-20,12,82
499,100000,0.0316,2003-04-23,2007-04-22,8,28
500,1000,0.024,2001-06-12,2002-06-12,2,98
501,10000,0.1562,2002-01-12,2010-01-10,4,106
502,1000,0.5167,2006-10-25,2015-10-23,12,69
503,1000,0.0885,2016-02-20,2022-02-18,12,99
504,10000,0.0842,2007-11-06,2011-11-05,12,72
505,100000,0.0152,2018-12-02,2018-12-05,1,10
506,10000,0.0274,2005-07-05,2007-07-05,8,34
507,100000,0.5167,1993-01-14,2002-01-12,2,70
508,1000,0.0233,1991-11-13,1992-05-13,2,38
509,1000,0.0438,2020-01-12,2020-07-12,12,75
510,10000,0.0284,2011-10-25,2011-11-21,1,110
511,1000,0.0525,2005-12-03,2007-12-03,12,3
512,1000,0.1562,1994-05-27,2002-05-25,8,43
513,1000000,0.0107,2003-03-12,2003-03-15,2,48
514,10000,0.0476,2010-12-28,2013-12-27,2,25
515,1000000,0.5333,2021-08-12,2030-08-10,4,126
516,10000,0.0291,2001-05-17,2002-05-17,8,12
517,1000,0.2,2000-09-26,2009-09-24,4,109
518,1000,0.0512,2006-11-11,2011-11-10,4,12
519,10000,0.0783,2005-04-04,2010-04-03,12,21
520,1000,0.0333,1992-12-09,1995-12-09,8,48
521,10000,0.4333,2019-12-01,2028-11-28,1,117
522,10000,0.0244,1998-04-05,1998-04-08,12,65
523,1000,0.1042,2015-04-28,2022-04-26,8,43
524,100000,0.0315,1997-02-19,1997-08-20,2,121
525,1000000,0.7188,2010-12-28,2020-12-25,4,124
526,10000,0.1198,2017-08-30,2024-08-28,4,42
527,1000000,0.016,2014-03-27,2014-06-16,4,63
528,10000,0.0205,2021-03-04,2022-03-04,2,18
529,1000,0.0152,2006-06-03,2006-06-06,4,94
530,1000000,0.0233,1992-12-28,1993-06-28,8,7
531,10000,0.0738,2005-04-30,2008-04-29,8,88
532,10000,0.0331,2015-06-05,2015-08-25,8,39
533,1000000,0.1328,2006-06-19,2014-06-17,4,85
534,1000,0.0783,2012-12-09,2017-12-08,2,21
535,10000,0.5312,2017-10-28,2027-10-26,8,16
536,1000,0.0693,1994-11-11,1999-11-10,4,121
537,1000,0.0274,1991-01-27,1991-02-05,4,65
538,100000,0.2266,1992-10-30,2000-10-28,1,59
539,1000000,0.0297,1997-06-24,1997-09-13,2,117
540,100000,0.0763,1994-02-07,1998-02-06,2,110
541,1000,0.0445,2022-09-02,2023-09-02,2,112
542,1000,0.0313,1995-07-05,1995-08-01,4,2
543,1000000,0.0103,2004-06-12,2004-06-21,8,127
544,1000000,0.5333,2012-03-19,2021-03-17,1,113
545,1000,0.0274,2022-03-01,2022-08-30,12,55
546,1000000,0.0526,2020-11-01,2024-10-31,8,89
547,100000,0.0286,2006-10-29,2009-10-28,4,28
548,10000,0.1797,1992-01-06,2000-01-04,2,33
549,1000000,0.016,2017-03-29,2017-06-18,8,37
550,10000,0.3833,2012-10-28,2021-10-26,12,101
551,100000,0.0438,2004-03-20,2004-09-18,1,74
552,1000,0.7188,2010-10-08,2020-10-05,8,49
553,1000,0.25,2023-06-25,2031-06-23,8,58
554,1000000,0.0197,2019-09-21,2019-09-30,12,4
555,1000,0.0342,2023-05-09,2024-05-08,8,104
556,1000,0.0731,2022-02-06,2024-02-06,1,58
557,1000,0.0196,2006-10-14,2006-11-10,4,30
558,100000,0.9688,2015-12-16,2025-12-13,1,57
559,10000,0.0158,2008-04-15,2008-04-16,2,49
560,100000,0.0625,1991-03-12,1998-03-10,4,127
561,100000,0.0525,2000-09-10,2002-09-10,1,76
562,10000,0.0447,2013-06-03,2017-06-02,12,12
563,1000,0.0693,2006-04-16,2011-04-15,2,92
564,10000,0.0693,2001-05-14,2006-05-13,4,101
565,1000000,0.0964,2017-05-10,2022-05-09,4,19
566,10000,0.0769,1990-03-07,1996-03-05,4,64
567,10000,0.0197,2015-08-06,2015-08-15,2,81
568,10000,0.0731,2013-11-07,2015-11-07,4,26
569,10000,0.1192,2000-11-08,2006-11-07,4,70
570,100000,0.1198,2010-12-14,2017-12-12,12,42
571,1000,0.0783,2008-09-06,2013-09-05,8,31
572,1000000,0.0284,2009-09-08,2009-10-05,2,67
573,10000,0.0842,2007-01-20,2011-01-19,8,68
574,1000,0.4833,2003-08-29,2012-08-26,4,32
575,1000000,0.0693,2007-11-20,2012-11-18,12,77
576,10000,0.0263,2020-02-15,2020-05-06,12,71
577,1000000,0.024,2016-08-05,2017-08-05,2,37
578,1000000,0.1192,2008-12-01,2014-11-30,1,97
579,10000,0.0175,1991-03-18,1991-03-21,4,47
580,100000,0.9062,2017-12-12,2027-12-10,2,13
581,100000,0.0738,2012-04-16,2015-04-16,1,88
582,1000000,0.0342,2023-06-13,2024-06-12,1,64
583,100000,0.0625,2008-09-06,2015-09-05,8,34
584,1000000,0.0313,2007-06-25,2007-07-22,1,35
585,1000000,0.0082,2012-06-19,2012-06-20,1,34
586,1000,0.0769,2019-01-21,2025-01-19,12,66
587,100000,0.0476,2007-10-01,2010-09-30,8,103
588,1000000,0.0225,2004-04-21,2004-05-18,2,36
589,1000000,0.0315,1990-02-11,1990-08-12,2,124
590,1000,0.0394,2012-11-06,2013-11-06,4,79
591,100000,0.7188,2012-12-27,2022-12-25,12,42
592,10000,0.25,2019-10-26,2027-10-24,4,29
593,1000,0.25,2015-11-30,2023-11-28,2,19
594,1000,0.1797,2000-11-15,2008-11-13,2,41
595,10000,0.0175,1999-10-29,1999-11-01,8,79
596,1000000,0.5333,2013-08-17,2022-08-15,1,75
597,1000000,0.0842,2023-05-27,2027-05-26,2,72
598,1000,0.0146,2005-06-10,2005-06-19,4,85
599,100000,0.0313,2017-03-25,2017-04-21,4,27
600,10000,0.0525,2022-06-07,2024-06-06,2,99
601,10000,0.0548,2007-10-18,2010-10-17,8,101
602,100000,0.0548,2005-06-17,2006-06-17,8,126
603,1000,0.0297,2018-04-24,2018-07-14,1,117
604,10000,0.0274,2006-02-09,2006-08-10,8,64
605,1000000,0.0548,1990-12-12,1991-12-12,1,58
606,1000000,0.0525,1999-10-19,2001-10-18,1,101
607,1000,0.0274,2000-05-24,2002-05-24,8,24
608,100000,0.2422,2008-08-14,2016-08-12,12,97
609,1000,0.0228,2019-10-17,2020-01-06,4,125
610,1000,0.1115,2011-03-06,2017-03-04,2,86
611,1000,0.0313,1997-10-10,1997-11-06,12,113
612,10000,0.0457,2009-03-02,2011-03-02,1,106
613,1000000,0.0368,2007-09-16,2011-09-15,2,23
614,1000000,0.0457,2009-07-06,2011-07-06,8,93
615,10000,0.0263,2006-09-06,2006-11-26,12,124
616,1000000,0.1797,1998-12-03,2006-12-01,2,42
617,1000,0.4833,1992-02-18,2001-02-15,4,73
618,100000,0.0762,2017-10-26,2020-10-25,8,95
619,10000,0.0885,2004-05-09,2010-05-08,1,47
620,100000,0.7188,1998-02-02,2008-01-31,12,77
621,100000,0.0117,1998-08-29,1998-09-25,12,127
622,100000,0.1042,1991-07-23,1998-07-21,4,103
623,1000,0.0152,1996-05-18,1996-05-21,4,30
624,100000,0.375,2005-07-23,2015-07-21,12,24
625,10000,0.0194,2012-05-14,2012-08-03,4,7
626,1000000,0.3333,2016-01-12,2025-01-09,4,10
627,10000,0.3833,2017-02-27,2026-02-25,4,115
628,10000,0.9688,1995-08-29,2005-08-26,1,70
629,1000000,0.0394,2015-02-18,2016-02-18,12,91
630,1000000,0.0248,1999-09-12,1999-09-21,8,6
631,100000,0.0175,1994-06-09,1994-06-12,1,108
632,1000000,0.0729,1990-10-30,1997-10-28,4,37
633,10000,0.4375,2007-10-25,2017-10-22,1,8
634,100000,0.0233,2005-04-10,2005-10-09,4,38
635,100000,0.0197,2000-09-07,2000-09-16,8,107
636,10000,0.0166,2006-12-06,2007-01-02,8,12
637,1000,0.0354,2009-03-05,2009-05-25,2,70
638,10000,0.0265,2020-06-22,2020-07-01,8,69
639,1000,0.0731,2006-03-04,2008-03-03,2,80
640,10000,0.0297,1997-09-04,1997-11-24,8,123
641,1000,0.0457,2003-09-12,2005-09-11,8,30
642,1000000,0.0526,2013-05-29,2017-05-28,8,94
643,1000,0.0525,2007-12-05,2009-12-04,4,47
644,100000,0.0315,2007-06-13,2007-12-12,8,41
645,100000,0.0331,1998-12-31,1999-03-22,8,15
646,1000000,0.0194,1997-03-12,1997-06-01,4,52
647,100000,0.0315,1993-10-01,1994-04-01,2,51
648,100000,0.0512,2013-08-10,2018-08-09,4,46
649,1000000,0.3833,1993-09-25,2002-09-23,4,3
650,10000,0.0116,2002-07-30,2002-07-31,4,111
651,1000,0.0178,2012-07-25,2012-07-26,8,31
652,10000,0.1328,1994-07-19,2002-07-17,8,53
653,100000,0.1192,2014-01-24,2020-01-23,1,69
654,1000,0.0212,1993-11-12,1993-11-13,8,57
655,100000,0.0394,1990-01-26,1991-01-26,4,76
656,1000000,0.0219,1994-11-05,1994-11-06,4,74
657,1000000,0.0263,1995-05-23,1995-08-12,4,92
658,1000,0.0263,1990-09-05,1990-11-25,4,49
659,1000000,0.0368,1993-03-29,1997-03-28,4,48
660,100000,0.25,1991-09-13,1999-09-11,12,72
661,10000,0.3833,2020-03-05,2029-03-03,2,78
662,1000,0.0654,2010-03-05,2016-03-03,1,46
663,1000,0.0263,2023-07-17,2023-10-06,12,56
664,100000,0.1667,2009-12-26,2016-12-24,2,113
665,100000,0.0244,2015-05-20,2015-05-23,4,84
666,10000,0.7188,2020-11-27,2030-11-25,1,76
667,1000000,0.0525,2007-02-09,2009-02-08,8,108
668,1000,0.0354,1990-11-14,1991-02-03,12,97
669,1000,0.0769,2014-08-17,2020-08-15,8,64
670,100000,0.0438,2013-02-20,2013-08-21,12,17
671,10000,0.0196,2011-01-03,2011-01-30,12,64
672,10000,0.0394,2002-08-23,2003-08-23,12,101
673,100000,0.5333,2007-12-04,2016-12-01,2,80
674,1000000,0.0194,2023-03-02,2023-05-22,8,85
675,1000000,0.0512,2019-02-16,2024-02-15,2,111
676,10000,0.0605,2004-12-22,2008-12-21,2,81
677,100000,0.0291,1992-12-01,1993-12-01,4,46
678,1000,0.0333,2015-11-26,2018-11-25,1,5
679,1000,0.7188,2011-10-15,2021-10-12,8,51
680,10000,0.0769,2001-03-28,2007-03-27,2,55
681,1000000,0.012,2001-03-28,2001-04-06,12,37
682,100000,0.0538,2011-06-19,2017-06-17,8,118
683,10000,0.0885,2021-06-06,2027-06-05,4,49
684,1000,0.0137,2012-02-19,2012-03-17,4,37
685,100000,0.0263,2005-09-28,2005-12-18,4,4
686,10000,0.0225,1994-05-30,1994-06-26,1,42
687,100000,0.0525,1997-08-31,1999-08-31,1,92
688,1000000,0.0497,2008-02-17,2009-02-16,12,39
689,100000,0.0438,2013-10-01,2014-04-01,1,68
690,100000,0.25,1994-09-12,2002-09-10,12,80
691,100000,0.0197,2018-05-22,2018-05-31,1,76
692,1000,0.0116,1996-06-11,1996-06-12,1,40
693,1000,0.0199,2023-09-29,2023-09-30,8,13
694,100000,0.3833,2005-08-01,2014-07-30,12,82
695,10000,0.0763,1992-03-02,1996-03-01,4,62
696,10000,0.1042,2007-08-05,2014-08-03,12,100
697,1000,0.0175,2009-12-07,2009-12-10,12,79
698,100000,0.0526,2017-07-08,2021-07-07,12,93
699,10000,0.0274,2023-04-23,2023-05-02,2,2
700,1000000,0.1667,2018-01-04,2025-01-02,1,19
701,1000000,0.0938,2015-02-20,2023-02-18,8,28
702,1000000,0.0731,1992-10-10,1994-10-10,8,35
703,1000000,0.5333,2013-07-18,2022-07-16,2,83
704,1000000,0.1198,2001-06-13,2008-06-11,4,82
705,1000000,0.0129,1995-10-03,1995-10-06,12,12
706,100000,0.0654,1991-02-10,1997-02-08,8,44
707,1000,0.0394,2022-04-26,2023-04-26,2,108
708,100000,0.0297,1992-03-06,1992-05-26,1,31
709,1000,0.0405,1991-06-25,1994-06-24,4,111
710,1000,0.0548,2015-08-04,2018-08-03,4,41
711,100000,0.0197,2022-01-11,2022-01-20,1,3
712,1000000,0.0103,1992-08-22,1992-08-31,4,109
713,10000,0.0315,2019-08-25,2020-02-23,12,49
714,100000,0.0938,2001-11-15,2009-11-13,1,18
715,10000,0.0164,1990-09-29,1991-03-30,1,109
716,10000,0.0225,2003-05-20,2003-06-16,2,81
717,100000,0.0244,2018-11-30,2018-12-03,2,27
718,1000000,0.2266,2000-10-21,2008-10-19,8,86
719,1000,0.625,2004-08-08,2014-08-06,12,90
720,100000,0.0425,2020-02-04,2020-08-04,2,57
721,10000,0.7188,2015-07-12,2025-07-09,4,3
722,1000000,0.0291,2021-10-31,2022-10-31,8,16
723,100000,0.0368,2021-12-20,2025-12-19,1,5
724,1000,0.625,2017-12-31,2027-12-29,2,66
725,1000,0.5333,1999-07-02,2008-06-29,12,84
726,1000000,0.0192,1995-07-03,1996-01-01,12,98
727,10000,0.0445,1994-03-19,1995-03-19,2,112
728,10000,0.0885,2009-11-03,2015-11-02,4,116
729,1000000,0.0783,2004-05-25,2009-05-24,2,21
730,100000,0.2333,2005-12-13,2014-12-11,1,8
731,10000,0.0152,2014-04-24,2014-04-27,2,125
732,100000,0.0137,2012-03-18,2012-04-14,2,98
733,1000,0.4375,2012-10-05,2022-10-03,8,63
734,1000000,0.0731,2001-08-29,2003-08-29,12,50
735,1000,0.9062,2011-09-19,2021-09-16,4,39
736,10000,0.0233,1993-11-29,1994-05-30,12,20
737,1000,0.0263,2001-10-02,2001-12-22,2,56
738,10000,0.0693,2008-04-07,2013-04-06,2,47
739,100000,0.0225,1993-03-08,1993-04-04,12,79
740,100000,0.0394,2006-08-26,2007-08-26,1,119
741,1000,0.0438,1998-01-14,1998-07-15,4,17
742,10000,0.0885,2023-04-28,2029-04-26,4,3
743,1000000,0.0394,2008-04-17,2009-04-17,1,51
744,10000,0.0548,2007-10-05,2008-10-04,8,84
745,1000,0.0422,2013-09-27,2018-09-26,4,23
746,1000000,0.0388,2018-03-31,2020-03-30,4,20
747,100000,0.1667,2010-08-09,2017-08-07,2,17
748,10000,0.1667,2013-06-15,2020-06-13,2,72
749,10000,0.0196,2013-08-22,2013-09-18,1,106
750,1000000,0.5333,2014-08-30,2023-08-28,4,74
751,1000,0.0602,2016-08-10,2021-08-09,12,104
752,1000000,0.0137,1994-03-06,1994-03-07,12,106
753,1000000,0.0548,2014-08-31,2017-08-30,2,124
754,10000,0.5333,2007-01-20,2016-01-18,8,68
755,1000000,0.5333,2006-04-16,2015-04-14,12,27
756,1000000,0.0457,1999-08-16,2001-08-15,12,103
757,10000,0.0082,2007-08-17,2007-08-18,12,28
758,10000,0.1094,2016-12-07,2024-12-05,2,118
759,1000,0.0158,2006-03-19,2006-03-20,2,92
760,1000,0.5333,1998-02-02,2007-01-31,4,65
761,1000,0.2833,2002-07-01,2011-06-29,12,53
762,1000,0.0394,2012-09-28,2013-09-28,1,116
763,100000,0.0137,2012-11-10,2012-11-11,4,104
764,1000,0.0107,2023-07-29,2023-08-01,12,23
765,1000000,0.25,2012-01-02,2019-12-31,8,72
766,1000,0.0729,2008-06-16,2015-06-15,2,5
767,1000000,0.0152,2002-03-13,2002-03-16,1,43
768,1000,0.0425,1993-12-16,1994-06-16,1,105
769,100000,0.0729,2022-11-26,2029-11-24,2,87
770,100000,0.0233,2001-10-03,2002-04-03,1,12
771,10000,0.0368,2004-04-20,2008-04-19,12,96
772,1000000,0.0197,2010-06-07,2010-06-16,1,51
773,1000000,0.0885,2013-08-19,2020-08-17,2,12
774,10000,0.0368,1997-01-01,2000-12-31,2,1
775,10000,0.9062,2019-03-20,2029-03-17,12,45
776,1000000,0.1328,2020-01-01,2027-12-30,2,22
777,1000000,0.0291,2021-08-25,2022-08-25,4,20
778,10000,0.2266,2006-06-02,2014-05-31,12,67
779,100000,0.0476,1990-01-20,1993-01-19,4,30
780,1000000,0.0548,2002-05-25,2005-05-24,8,3
781,10000,0.0223,2011-12-09,2011-12-18,4,9
782,1000,0.0194,2005-08-15,2005-11-04,2,40
783,100000,0.0313,2002-02-15,2002-03-14,2,26
784,1000000,0.0137,2008-05-17,2008-05-18,8,125
785,1000,0.0316,2002-09-18,2006-09-17,2,18
786,10000,0.5312,1995-10-18,2005-10-15,2,44
787,10000,0.1,2003-12-26,2009-12-24,2,112
788,1000000,0.0885,1998-06-29,2005-06-27,12,111
789,1000,0.0137,2005-06-30,2005-07-27,8,63
790,1000000,0.0263,2005-08-15,2005-11-04,2,41
791,10000,0.151,2007-06-18,2014-06-16,8,73
792,1000,0.25,2023-05-21,2031-05-19,12,113
793,10000,0.0605,2002-05-11,2006-05-10,1,108
794,10000,0.1667,1998-12-30,2005-12-28,1,50
795,100000,0.0525,2009-06-09,2011-06-09,2,4
796,1000,0.0137,2016-09-15,2016-10-12,4,23
797,100000,0.0196,2007-08-05,2007-09-01,2,10
798,100000,0.1354,2007-12-26,2014-12-24,2,112
799,1000000,0.0291,2017-02-14,2018-02-14,4,38
800,10000,0.0548,2020-07-24,2021-07-24,4,58
801,1000000,0.0602,1998-06-18,2003-06-17,8,93
802,10000,0.1115,1992-01-28,1998-01-26,4,39
803,1000000,0.0531,2002-01-25,2003-01-25,8,97
804,1000,0.069,2012-03-26,2015-03-26,8,86
805,100000,0.0117,2022-01-06,2022-02-02,12,34
806,10000,0.0763,1993-04-17,1997-04-16,1,86
807,100000,0.7188,2022-10-31,2032-10-28,8,107
808,1000000,0.0365,2023-04-28,2023-07-18,1,29
809,100000,0.0342,2009-02-05,2010-02-05,8,10
810,1000000,0.0091,2006-12-05,2006-12-08,1,34
811,1000,0.2333,1998-06-03,2007-06-01,12,63
812,100000,0.0729,2018-01-28,2025-01-26,4,37
813,1000,0.0233,1993-07-08,1994-01-06,2,38
814,10000,0.0333,1990-04-04,1993-04-03,4,63
815,10000,0.0526,2003-10-06,2007-10-05,12,106
816,1000,0.0654,2003-09-23,2009-09-21,1,111
817,1000000,0.069,2003-11-30,2006-11-29,4,45
818,10000,0.4375,2009-09-01,2019-08-30,1,5
819,100000,0.3833,1999-03-14,2008-03-11,2,11
820,1000,0.0221,2009-10-26,2009-10-29,8,6
821,1000,0.0693,2007-07-22,2012-07-20,2,79
822,1000000,0.2833,2003-04-21,2012-04-18,12,111
823,100000,0.0394,2000-02-09,2001-02-08,2,49
824,1000000,0.0938,1997-03-08,2005-03-06,2,60
825,10000,0.1042,2018-04-17,2025-04-15,2,106
826,1000000,0.0175,2001-02-03,2001-02-06,8,3
827,1000,0.0842,2020-10-22,2024-10-21,8,126
828,1000000,0.0228,2002-08-06,2002-10-26,1,106
829,1000,0.0731,2015-06-22,2017-06-21,8,113
830,1000,0.0457,2013-08-12,2015-08-12,12,120
831,10000,0.0225,2008-08-22,2008-09-18,2,71
832,100000,0.0225,1991-08-27,1991-09-23,2,116
833,100000,0.032,2023-02-27,2025-02-26,2,8
834,1000,0.0873,2003-04-21,2008-04-19,4,39
835,1000,0.3833,2013-03-15,2022-03-13,1,49
836,10000,0.0885,1992-10-25,1998-10-24,1,49
837,1000,0.0525,2009-10-11,2011-10-11,8,56
838,1000,0.8125,2002-06-26,2012-06-23,2,9
839,1000,0.0731,2001-11-04,2003-11-04,4,19
840,1000,0.0693,1996-08-19,2001-08-18,1,116
841,1000,0.2,2009-09-14,2018-09-12,12,109
842,1000,0.2266,2015-11-22,2023-11-20,1,110
843,10000,0.0223,2004-08-22,2004-08-31,2,117
844,100000,0.0885,1992-05-30,1999-05-29,1,7
845,10000,0.0964,1998-05-01,2003-04-30,12,65
846,1000000,0.0146,2017-04-02,2017-04-11,8,22
847,1000000,0.0175,2006-01-26,2006-01-29,4,121
848,1000000,0.0116,1995-09-20,1995-09-21,2,53
849,100000,0.0354,2013-06-29,2013-09-18,8,57
850,1000000,0.0548,2003-08-20,2006-08-19,4,11
851,1000000,0.1198,2023-03-01,2030-02-27,8,71
852,100000,0.0885,2011-08-06,2017-08-04,4,99
853,100000,0.0885,2003-05-10,2009-05-08,12,79
854,100000,0.0263,1991-01-10,1991-04-01,8,115
855,1000000,0.0538,2013-08-12,2019-08-11,12,63
856,100000,0.1562,2021-12-31,2029-12-29,1,90
857,100000,0.9688,1996-09-10,2006-09-08,8,97
858,10000,0.0166,1992-01-17,1992-02-13,12,46
859,100000,0.2266,2005-11-06,2013-11-04,8,67
860,10000,0.0934,2014-06-08,2019-06-07,2,88
861,1000,0.1667,2019-06-20,2026-06-18,1,19
862,100000,0.0274,2011-04-15,2011-04-24,8,54
863,10000,0.1562,2012-12-14,2020-12-12,2,103
864,1000000,0.0284,1994-07-30,1994-08-26,1,110
865,1000,0.0842,2017-01-26,2021-01-25,1,29
866,100000,0.0166,1997-11-07,1997-12-04,2,85
867,1000000,0.0525,2006-09-06,2008-09-05,1,101
868,1000,0.0313,1991-11-17,1991-12-14,2,65
869,1000,0.1328,2020-10-27,2028-10-25,1,12
870,1000,0.0129,2005-07-07,2005-07-10,4,46
871,1000,0.0315,2022-11-19,2023-05-20,2,11
872,1000000,0.0405,2003-02-25,2006-02-24,8,53
873,100000,0.0654,2012-04-13,2018-04-12,1,52
874,1000,0.0263,1991-04-10,1991-06-30,2,102
875,1000000,0.0225,1992-12-17,1993-01-13,1,124
876,1000,0.0199,2019-12-07,2019-12-08,12,59
877,100000,0.0602,2001-01-28,2006-01-27,2,14
878,1000000,0.0233,2008-01-04,2008-07-04,4,38
879,100000,0.0885,2006-02-16,2012-02-15,12,107
880,100000,0.4833,2009-12-03,2018-12-01,1,13
881,1000000,0.0137,2012-04-26,2012-05-23,1,8
882,1000000,0.2833,2014-11-11,2023-11-09,4,111
883,100000,0.069,2013-03-21,2016-03-20,12,62
884,1000000,0.0885,1992-02-25,1999-02-23,4,53
885,1000000,0.0107,2012-11-25,2012-11-28,2,96
886,10000,0.0192,1995-04-23,1995-10-22,2,48
887,10000,0.3833,1998-07-25,2007-07-23,1,107
888,1000,0.0769,2000-12-04,2006-12-03,1,103
889,10000,0.0708,1990-02-17,1992-02-17,1,57
890,1000000,0.1231,2011-11-25,2017-11-23,12,2
891,1000000,0.0388,1993-07-01,1995-07-01,12,7
892,1000000,0.0248,2012-01-24,2012-02-02,1,62
893,1000,0.0219,1997-12-16,1997-12-17,4,84
894,100000,0.0291,2000-02-11,2001-02-10,4,53
895,10000,0.0654,2021-12-07,2027-12-06,1,53
896,10000,0.0198,2002-03-29,2002-04-01,4,117
897,10000,0.0194,2004-11-10,2005-01-30,12,7
898,10000,0.0526,2004-09-11,2008-09-10,2,89
899,100000,0.4833,2013-10-21,2022-10-19,4,13
900,100000,0.0525,2016-10-30,2018-10-30,2,81
901,1000000,0.0096,2015-10-04,2015-10-05,2,37
902,1000,0.0342,2005-09-06,2006-09-06,2,14
903,10000,0.3833,2002-12-17,2011-12-15,4,71
904,10000,0.0497,1993-10-20,1994-10-20,1,39
905,100000,0.0394,1991-12-19,1992-12-18,1,3
906,10000,0.0708,2004-01-27,2006-01-26,4,70
907,100000,0.012,2004-06-27,2004-07-06,8,23
908,1000,0.151,2016-11-16,2023-11-15,4,32
909,10000,0.0107,2003-01-12,2003-01-15,1,23
910,100000,0.1667,2006-12-17,2013-12-15,8,74
911,1000,0.0885,1995-06-06,2002-06-04,8,12
912,100000,0.1797,2014-11-30,2022-11-28,8,78
913,10000,0.0525,1996-08-12,1998-08-12,2,71
914,100000,0.0769,2006-08-30,2012-08-28,4,89
915,10000,0.7188,2001-03-02,2011-02-28,4,107
916,100000,0.0388,1997-09-07,1999-09-07,8,16
917,1000000,0.1615,2006-04-11,2013-04-09,1,57
918,10000,0.0228,2011-04-09,2011-06-29,2,14
919,100000,0.0291,2002-10-02,2003-10-02,4,40
920,1000,0.0602,1994-04-15,1999-04-14,4,104
921,1000000,0.1198,2004-09-15,2011-09-14,1,121
922,10000,0.0313,2010-04-28,2010-05-25,4,72
923,1000,0.0512,2011-08-22,2016-08-20,2,20
924,1000000,0.1615,1990-08-21,1997-08-19,4,97
925,1000,0.0602,1996-06-05,2001-06-04,2,120
926,100000,0.0731,2014-05-24,2016-05-23,2,74
927,1000000,0.0303,1990-11-30,1990-12-27,2,105
928,10000,0.0228,1997-08-21,1997-11-10,4,64
929,1000,0.0476,2013-04-16,2016-04-15,8,106
930,100000,0.0175,2001-07-23,2001-07-26,1,47
931,1000,0.0212,2008-09-24,2008-09-25,1,70
932,100000,0.0116,1991-10-31,1991-11-01,2,16
933,100000,0.0394,2016-06-27,2017-06-27,8,78
934,1000,0.0625,2009-03-11,2016-03-09,1,34
935,100000,0.0212,2015-07-11,2015-07-12,4,69
936,1000,0.0117,2020-10-26,2020-11-22,2,18
937,1000,0.0885,1998-04-12,2004-04-10,12,122
938,10000,0.0274,2005-11-22,2006-05-23,2,89
939,100000,0.0605,1995-05-23,1999-05-22,4,47
940,1000000,0.0219,2000-10-10,2000-10-11,12,2
941,10000,0.0394,2018-08-23,2019-08-23,12,107
942,10000,0.0394,1996-04-24,1997-04-24,4,71
943,1000,0.0654,1998-09-11,2004-09-09,8,53
944,1000,0.0175,2015-07-09,2015-07-12,4,36
945,1000,0.5167,2009-04-23,2018-04-21,12,57
946,100000,0.0248,2011-03-29,2011-04-07,8,6
947,1000000,0.1797,1997-04-23,2005-04-21,1,76
948,100000,0.0885,2021-08-18,2027-08-17,12,81
949,1000,0.0137,2011-07-17,2011-08-13,1,98
950,10000,0.0769,2013-07-23,2019-07-22,8,25
951,10000,0.0103,2018-02-05,2018-02-14,1,28
952,1000000,0.0457,1996-11-01,1998-11-01,4,90
953,100000,0.3833,2022-11-09,2031-11-07,1,36
954,100000,0.2333,2001-02-27,2010-02-25,2,23
955,10000,0.0762,1994-06-26,1997-06-25,4,19
956,1000,0.0497,2007-01-27,2008-01-27,4,86
957,1000,0.0394,2002-12-25,2003-12-25,12,121
958,1000,0.0196,2000-12-29,2001-01-25,4,43
959,1000,0.069,2022-10-03,2025-10-02,8,15
960,10000,0.0938,2020-11-07,2028-11-05,8,127
961,1000,0.0729,1996-06-14,2003-06-13,2,63
962,1000,0.1198,2019-07-23,2026-07-21,1,115
963,100000,0.0842,1995-05-25,1999-05-24,2,26
964,1000000,0.3333,1998-05-04,2007-05-02,1,55
965,100000,0.0708,2009-05-31,2011-05-31,12,97
966,1000000,0.1042,1993-08-31,2000-08-29,12,93
967,1000,0.5333,1995-08-06,2004-08-03,12,19
968,10000,0.1042,2008-08-21,2015-08-20,1,89
969,1000000,0.0457,1998-05-31,2000-05-30,8,104
970,10000,0.0731,2012-09-30,2014-09-30,8,84
971,10000,0.0457,2013-01-27,2015-01-27,12,14
972,100000,0.0445,1990-01-16,1991-01-16,4,31
973,1000000,0.0368,2015-12-17,2019-12-16,8,98
974,10000,0.0342,1995-12-20,1996-12-19,4,120
975,100000,0.0303,2005-03-09,2005-04-05,2,69
976,100000,0.0525,2017-08-28,2019-08-28,8,99
977,100000,0.0137,2013-02-04,2013-03-03,1,87
978,10000,0.2833,2014-07-28,2023-07-26,4,44
979,100000,1.0,2013-12-19,2023-12-17,8,80
980,10000,0.0422,2005-08-09,2010-08-08,8,118
981,1000,0.0116,1994-01-30,1994-01-31,12,12
982,100000,0.0885,2011-06-07,2017-06-05,2,76
983,100000,0.0233,2015-10-19,2016-04-18,2,16
984,1000,0.0223,1993-04-30,1993-05-09,1,61
985,100000,0.5312,2010-08-01,2020-07-29,1,53
986,1000000,0.3833,2003-06-18,2012-06-15,2,81
987,1000,0.7188,2011-06-24,2021-06-21,8,49
988,10000,0.0313,2022-03-05,2022-04-01,1,75
989,1000000,0.0619,2021-02-14,2024-02-14,12,31
